address,total_contribution,contribution_count,unique_clusters,first_contribution,last_contribution,contribution_percentile,amount,contract_address,claimed
0x07afcb560ce3646f5cbe176f2e4b684d6a33f208,,,,,,,154357280554436000,,False
0x07c7a5905f877d42395b730a815d4a90c9335241,1153339.9000000001,1.0,1.0,2025-03-30 00:00:00,2025-03-30 00:00:00,0.7894736842105263,196239669123052011520,,False
0x07e77fa8521cea90cb532fa3d4f2f76b37cb005a,,,,,,,742042656089167488,,False
0x082a7114ceaf2f1853a6065efed4599e2ffd448b,,,,,,,9811986082297036800,,False
0x08383e1cd9daff7ed347c60c20376217634070d4,,,,,,,508973403342550976,,False
0x085cb649bf48aa15064811322a5e26f54aeaf0db,,,,,,,511608505869133376,,False
0x087c4e8d89c9697bcc8a7b5a2e23f34477b9e7f2,,,,,,,9811986082297036800,,False
0x087c7579d50ebbd8f34a2a7e2f060ad4f1fa6b74,,,,,,,138305098981336800,,False
0x088144d566390a148a649b7906c3ef8021e129a3,,,,,,,109748457179440784,,False
0x08de199e15945d67d9400e5f1500dbf4ba641afd,,,,,,,4896012245021668352,,False
0x090c82346653b767bdae1f52082e7ed1f964ad58,,,,,,,20454698331349472,,False
0x09380c3738d7fe534fad77065c656f308cca8d77,,,,,,,206613994893822208,,False
0x093c6bc6292d3375bbc66b2ec471856c6acabe32,,,,,,,1484846407217933568,,False
0x09cbd627b39410dd82654f96d65002f3fabb4b20,,,,,,,2479304849215784448,,False
0x0a74d3bd08f8627c93ff94d83b34c500e5d8c125,,,,,,,109791052975310496,,False
0x0a893d8f76e6e874268c3d75096b01727410f03b,,,,,,,5970618334687227904,,False
0x0a93f3372087ffec3934da8a0f2fe9961cec5606,,,,,,,1087615032502320768,,False
0x0aaef336811136c176100092e24cee3794389b19,,,,,,,6415874938702714880,,False
0x0adedda72e3b43719bc525e4e4be0720d7fa3de6,,,,,,,9811986082297036800,,False
0x0b1f9aaa9cc2c36e9eead3228c3a985748242185,,,,,,,9811986082297036800,,False
0x0b47b8a7ae9aced97e58f032da842ccac2b9b7bd,,,,,,,149656982346253728,,False
0x0b4d26b31d636b8fd2809e1c0803e0750c83274d,,,,,,,9811986082297036800,,False
0x0b568eca95ec8d49d6a178d11efb4aa441ee062f,,,,,,,4336349092293271552,,False
0x0b860ae8c56d59da36e419fd04f6eb6aac054cc7,,,,,,,104780236084691984,,False
0x0ba57aa1f921f8c0f64691d8390cea220b75d194,,,,,,,9976936731125270,,False
0x0be5149120375a4b5ba59352d55173c9b0283c3d,,,,,,,49883620057800120,,False
0x0bf02c5f9d472ec47248825f84de25c1bd813f67,,,,,,,749769642413854848,,False
0x0c0dac06bdce8cb9eed7da276815cf43f739d9f7,,,,,,,493793605459647936,,False
0x0c83eae1fe72c390a02e426572854931eeff93ba,884122435.2783175,11.0,11.0,2025-03-30 00:00:00,2025-03-30 00:00:00,1.0,150432577736436552302592,,False
0x0c8d48fdba64218e6a23c5c5e55e5af24194db42,,,,,,,2486647669193922048,,False
0x0c8f3e3912f35a59ffddc9ff1abb8fafc89b29de,,,,,,,9811986082297036800,,False
0x0cb5d3dc004b0c9e14d13ed9cc94c2fd219223cb,,,,,,,49674713879883744,,False
0x0cd2dc9464fbd494b194b1314fbf6f1ef51e4880,,,,,,,557171947205279104,,False
0x0cda480b9d6500743756240250c19a4dc1cd4ea0,,,,,,,127922594240085536,,False
0x0ce215831bf619c7fe26a639dfc74ed722d1472c,,,,,,,841253063830624384,,False
0x0d32c347706271dfd140f82ba41fe4307b2ab6a3,,,,,,,20419332717853970432,,False
0x0d3f52dda2cfb8906446ee287772fb579b4f9942,,,,,,,22448555134361180,,False
0x0d7fca20f590e298742ba51369b1b44c71fcbe29,,,,,,,11942656390882588672,,False
0x0da6beb63cc7ac50f0c6fffd0ce7777d6e13489d,,,,,,,109791052975310496,,False
0x0e05f6de602cf2b54d5fa41c970aed1464fafb83,,,,,,,4990504766278695,,False
0x0e245e5c2c7cd6f4a3a7010ecf48bc6df5d417de,,,,,,,94359675294390240,,False
0x0e2f87caff6578374deba6a41c8157078cec7c7b,,,,,,,12760643096616128512,,False
0x0e35a893f4c30b06c3e34cdf51b8a44eeec6aae8,,,,,,,4914678023692132,,False
0x0e690cb4b688a1513e29362fd26217eefb4b5e1b,,,,,,,14501696341516560384,,False
0x0e8274bf0e1d1ba3662684035ff29907691e1604,,,,,,,20822570670498238464,,False
0x0e8d2969882d329f3f6ccb9bb9f556a3c6d59f19,,,,,,,20453115905315332,,False
0x0eae6ad2a349858ee80441e4e7e17c294a265d6c,,,,,,,5913655796619245,,False
0x0efeb553d1d6bce506d103171b80fc0d8df91dee,,,,,,,518048435058449728,,False
0x0f159802697b6b0c907dba1528aac17d9695309a,,,,,,,583173749204356864,,False
0x0f2794d01eaf90a0b52f7b03b3eb00575e51019e,,,,,,,24445862144955516,,False
0x0f4bb14b1b70d90058d3ac412374ebf878efd8ea,,,,,,,11372132581336526848,,False
0x0f812f96ccd27e509ac3ebbecd170ceff43cb233,,,,,,,548829059914977472,,False
0x0fb5b781c0426555f65fcc5465dae965a976f483,,,,,,,1006521742601458944,,False
0x0fdf71186e7a19d7c94fb59ba859e2aa6a2216b8,,,,,,,19964275967819200,,False
0x1022e35e9ea83b76a1ac01ecb091c252bf934f5f,7157.163505,1.0,1.0,2025-03-30 00:00:00,2025-03-30 00:00:00,0.07894736842105263,1217784451990937856,,False
0x104713120fd00f55a8c545ac14d903a34e8c3e80,,,,,,,744718616337123072,,False
0x104aaa7d5483e02050a78272e75a09e0baba9512,,,,,,,9465545302978326528,,False
0x10679c8889274c4f7598fd55914401d24efc29ff,,,,,,,15861979152078082,,False
0x1085bd2f89edd23c34787529943dc24f3ce1c01f,,,,,,,547062501749852736,,False
0x1090ae792c56187cd2bbcdbdcd9423da7918ec67,,,,,,,49504967791502835712,,False
0x10c46b47330bd5fac223e2f20f2a771b61e303e8,,,,,,,1012260449526369664,,False
0x10dadb224500ccdfc1d72aed37426bf7b375d21b,,,,,,,99771312917032352,,False
0x10e7ab9aec3a894bac8b0496d55c25c77c5421bd,,,,,,,9898976048119558144,,False
0x10ee0af996da1e206d96402b4f16fa00818083e0,,,,,,,29435958249707151360,,False
0x1115f1d81a4027f5655b0955deb55c8a1c7ba6bf,,,,,,,9811986082297036800,,False
0x114a4b481138736d775bda09466b5aed3c740818,,,,,,,5679298111842505728,,False
0x117bbed3a5d3dff1bd8e83693208ceaf70e0bed3,,,,,,,9811986082297036800,,False
0x118c49f68e71a6d9ecdc48d06be7c8d47c0deda4,,,,,,,396177089855722048,,False
0x11ca9bd63a36bc59109d94aae3922fb05fd94c9b,,,,,,,199581382301195872,,False
0x11df30207a155564856ea3bd9b50aed7bd2cf837,,,,,,,77815903994292992,,False
0x11e55235f643ab7589d9ff03729a7508fb3d060d,,,,,,,20123296813544700,,False
0x11f600e4f6afdffa4e5c92d596433e789080cc54,,,,,,,619162994205770240,,False
0x11fbe6a285d0c652ca19211a6a8f8f8f6c02eccd,,,,,,,54518104907808552,,False
0x121e17692a2a79b5a08c1c0fb25249f5571f2d03,,,,,,,609264400534039936,,False
0x123eece59e1b2ee2960aeb257e942ade8540fa18,,,,,,,207607343380693504,,False
0x12841562c7ec52a0c9d804d2e5107a153ced647f,,,,,,,9811986082297036800,,False
0x12afc6451f21feddeb1f732d6baa02684c258d9c,,,,,,,9811986082297036800,,False
0x12f20fb5b6047f129562c97b58fb2a78cd80b765,,,,,,,29759005524372959232,,False
0x1312016ba1f6a65733c55e800928899c0a8f3d22,,,,,,,19955819068030212,,False
0x13270b8f71598a5cb230b011544a97e5923e3972,,,,,,,9811986082297036800,,False
0x133c9555c7b02508a90ee4bde80419cb6cde4908,,,,,,,885520576069043840,,False
0x13674ff44c631dc134de6b6a15fa3fa7a354d773,,,,,,,4926908049740352512,,False
0x1370700d8f894827ad9db766d32e132934227ac0,,,,,,,9902464363634053120,,False
0x13f193f75933cac6ca7d09d6f7481a5030a37928,,,,,,,249259001619043936,,False
0x140882b6e1c999789a64de182df142b72bc9415b,,,,,,,98409570461132096,,False
0x140a6820aff0264d06a25af56cdd76ab2c0bfe13,,,,,,,143880504727806816,,False
0x1445c85417c1b094d1a79bc474a7364a8067b8c4,,,,,,,52897622824621816,,False
0x1449424c7d2125c3c7ff2282be625e82bda53654,,,,,,,49049426326214828032,,False
0x145bd3c05d8d3117d133f577fa9af538ba353e8c,,,,,,,552062527013746624,,False
0x148dc00744e59eae4ade9e46d116b15a05ffda0c,,,,,,,4620088197363959808,,False
0x149cb9729d1637ef872b142ccbfa45f7f8a38340,,,,,,,12471410871952744,,False
0x14b322a59ce3c3ad8343b035a3bfae09f73e8f3b,,,,,,,9811986082297036800,,False
0x14c5d9756a2443aed4c5dbe05ce39e1f1a27818a,,,,,,,9811986082297036800,,False
0x14cc0a8b08ca0f69829f133bf1e3e1fb5f4e2376,,,,,,,2222429734860083968,,False
0x14ce7238cb8e83165319f7c8ea253dd0b2f04e4e,,,,,,,14470812392022425600,,False
0x14f2148dd86283376d86f75ea279db4cc50633ca,,,,,,,73232380837475598336,,False
0x1506bf1b4979b3cc94c979878e6661a31af004b3,,,,,,,49884657714215952,,False
0x1533f040e4f4d3bd23d806f064d00d31a955c3ab,,,,,,,6957600410326223872,,False
0x1561212bc6251ad05cd87455bfdbf1aa364594c1,,,,,,,159103624766070592,,False
0x15663e1b016715cf8e365c47b58183b67ff127ed,0.3515360166200001,1.0,1.0,2025-03-30 00:00:00,2025-03-30 00:00:00,0.0,59813513419889,,False
0x15e696e03cf87f23a2b864948eab5595797aca6a,,,,,,,494020048030991872,,False
0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7,,,,,,,546421852678721088,,False
0x16028f81145cd5174e2a4389f203921d9048c6d7,,,,,,,9811986082297036800,,False
0x160ff3a0d12a68d767e64704109160e2006cb56c,,,,,,,107858755139167744,,False
0x161121a6fafd1eee915a4a5cbc265934b8cca6e6,,,,,,,99688897056205312,,False
0x1619fea9581f747afa42aaadfab55226482bad7a,,,,,,,9811986082297036800,,False
0x16455cb35e680f60c92900287c680359512aec9e,,,,,,,5039696632686884864,,False
0x165541503a172ad8669ab9458df639bd14a78f8b,,,,,,,153376124530450720,,False
0x16e68ecd2d9cbf9b0c2e51cd3bfe68d7cd98d5e6,,,,,,,571811152036946560,,False
0x1769c21ac2ce6156b8065f3e11040907e54b5d4a,,,,,,,21360131378389776,,False
0x177bd00a1eeeb15f8560d71ba2816367101beef3,,,,,,,900140895553943040,,False
0x17aad4b691e5ad7bd9621aa4cd9f5308eab8223c,,,,,,,701972827232514048,,False
0x17df9e18a0b2001b7200bdc427157226b20b7f32,,,,,,,60822425841226874880,,False
0x17e09ebce252968b447dae2b3c29dd3e64c48950,,,,,,,2743655811102131200,,False
0x17e35a5a5142750d12b2b5b61b3363db267fb9f5,,,,,,,9936254166155069440,,False
0x17ec551be0f5422eb3d63b075f8b8619593b68b5,,,,,,,9811986082297036800,,False
0x18313412fdde30f42c385133907a9c22fdd7fbf8,,,,,,,9811986082297036800,,False
0x18868e3636ae34371dd17ddec798f1ae2fa1b2cf,,,,,,,124130375102803936,,False
0x18acca7118dfc5bd7ac156f4892e9e0fcffb3a1a,,,,,,,131889893279139479552,,False
0x18b00e56b17fcbe7fc62fd68755efa2bd04518f4,,,,,,,492505718199144192,,False
0x18d4090bdf5edf07b4674d0015438c1be28461bb,,,,,,,155593233111327616,,False
0x19189cf01a8079f07b251041adf04bf4cc872bbf,,,,,,,3640904343162598400,,False
0x191c221c504f385eea593674a25ef6bce414f7ff,,,,,,,5257831000406142,,False
0x1931333392753009366f0b29c6f8d317c3689925,,,,,,,1247116287206936320,,False
0x19460b640ea9d3cc0e545d6a86e3fd9ee08872c3,,,,,,,9811986082297036800,,False
0x194686e1a84a9a38c350b38feb404aeb6d951456,,,,,,,557852546048420096,,False
0x194b561b62e60d6dc9974aa479de1d90154d79fa,,,,,,,647930954736749440,,False
0x195598664b2678f5b1ac6ded40adf838da9fc241,,,,,,,429163736816331587584,,False
0x1968145d78fe9799871522a067cbc161ce5603a8,,,,,,,495049688551006592,,False
0x19730b1bf53dec651c2701dae056612f1c4e6fbb,,,,,,,89896948522611600,,False
0x1996b7514e56c3af98522ce54b8613a5e037a771,,,,,,,548755697606378496,,False
0x19c1a33285296bed8aeb135dfbbd2d7b080a9067,,,,,,,6930695484065631232,,False
0x19c39967f873a0fa1d5fece284ff1b11cdf0302a,,,,,,,9847124823966064640,,False
0x1a03a9af4baac61d3d7a63663d9737c930171fe5,,,,,,,508270780241984128,,False
0x1a316588d98f36cf4076ded9c67a1ccb007907f3,,,,,,,498444459339616064,,False
0x1a5def44194d827eea7dbd77c16a6a877c01d4af,,,,,,,43262446146179366912,,False
0x1a6ba42197b6f41442ab6f698a93da2bf4fd2008,,,,,,,650201346974579072,,False
0x1a96d6c8ca9ef24d5e661332c8c6161f53e010d6,,,,,,,159260869974137307136,,False
0x1ab6c5db2c6cd404d3379518b56090dcd48a0ffa,,,,,,,496707292792469632,,False
0x1ac53eb09db2fdb5ea0aceef42a5c25e8399ade7,,,,,,,15381605479220094976,,False
0x1ae10855655f436b3f2497e52ffba076624637f7,,,,,,,471883905302025792,,False
0x1af263cca69245588e08bebcf124200f7ccdd05a,,,,,,,1019589183318662656,,False
0x1b470bada7e44359dfda2a6a24eb76e3bfb44c9d,,,,,,,551433603460113920,,False
0x1b5d820fa272e7797f8d09601631164ed5454daa,,,,,,,20897647913855652,,False
0x1b72866a57f769d458ea80c57f30135dbcb0494f,,,,,,,144221608333099584,,False
0x1c1140bb667c855ee9deaedc56af464df90d134a,,,,,,,4943706461924894,,False
0x1c2ab89520668daf6556c53294872c085da9da65,,,,,,,4973295364329254912,,False
0x1c957dbd6519976f8af55e6612bd937f5cf1dd4d,,,,,,,447311163718825024,,False
0x1ca8b30c648f30f97cce2a54f44ee0b248877d48,,,,,,,31941113850578376,,False
0x1cb110df47d8ad2e1737f67418107ec25926ee6b,,,,,,,593244567899704192,,False
0x1cb2c5b01f387c4a33ada4f6a88c9f1884de6e7f,,,,,,,24944767349685164,,False
0x1cb2e4bcf47509c41b7b77c9f67744c9c8b0c7e7,67991299.65999997,1.0,1.0,2025-03-30 00:00:00,2025-03-30 00:00:00,0.9210526315789473,11568653914188409733120,,False
0x1ce118bc0d5ceeabf67c0fbfb6afd70088b89eea,,,,,,,138394103960404368,,False
0x1d2ce05cd6335691597925cf6d1ee1883ba210a2,,,,,,,9811986082297036800,,False
0x1d6a71320bfc1ad64bdec8d52c8d4a527b0a6935,,,,,,,23343404085960044,,False
0x1d7887af2b44c05d7e374bda4d80079b95c84352,,,,,,,2139570198091022080,,False
0x1d8101045fc3c048749e8233e0b2b08176dd91e7,,,,,,,117234240270269232,,False
0x1dac38d32230b085380bc8d0e0524ad5bad25e5e,,,,,,,145803930601594272,,False
0x1db91f586331d168e2da4c6bd73b689fb9f43516,,,,,,,25038066280708476928,,False
0x1de01cdbb8a9a03c84859e58d7111e76a6ac37b2,,,,,,,94007721149429874688,,False
0x1df2535cf0956abec21c4738534885d3849d6578,,,,,,,997846001074370432,,False
0x1df28f857b4f32353f57623ae66967ed115eaf1b,,,,,,,253800823751118976,,False
0x1e0d4faa59d233b4f478c231ada9f8707e4736c8,,,,,,,148666798711450752,,False
0x1e9c189731308e7951e0714f364fe4bd184c77aa,,,,,,,4983267112778301,,False
0x1eb0ae3c6927086479c4498d0036b8bfe88fa0ee,,,,,,,501870878648908288,,False
0x1ec12e395ed2cbf3e1fe5c243593da77df75a470,,,,,,,167249227630313056,,False
0x1ec3cbe8fb1d8019092500cca2111c158a35bc82,,,,,,,29435958249707151360,,False
0x1ee2cd3ebd259e6aa62c1330b148e80a8a4d6b8a,,,,,,,748362891610918016,,False
0x1eec1cccaa7e86eb4796320403765540cad355fa,,,,,,,77055690962647696,,False
0x1f0889a575db0d1ff7cd2fd8d8324f579656c7c3,,,,,,,50400009773136464,,False
0x1f219b92274b11ef1ee3eced1d4b923589a66ca3,,,,,,,550564125207881920,,False
0x1f24a5788a6c4dd6b3be37fae7fbd41c80e92f65,,,,,,,32130330498004440,,False
0x1f28aa0bc23e042694d2f8ec9a5c34f6a70d8efb,,,,,,,24845100450944980,,False
0x1f33993ec4c64fb62ff9f3160680c18d90b2f680,,,,,,,49662988362384896,,False
0x1f8523c492eb91a860370bc829f0189c36cb6e6b,,,,,,,100031686853173744,,False
0x200260746f68afa85b3ad1a78c2e59a914a4c3e0,,,,,,,92447274520020960,,False
0x201c0ac3f6899705a9068c3215baf7d294a85de4,,,,,,,9811986082297036800,,False
0x202549e6ce3b8ab3ef606c3cdac2d487689747ab,,,,,,,24858894406801723392,,False
0x206096571603cd49b61999f71ede6e6cb5540cb8,,,,,,,389113017803411947520,,False
0x206739f22f107d63426dfc1bd3870b083fcc1367,,,,,,,89688561172903120,,False
0x20816d1286e8fc37c3f1773562d503ce5f814107,124202.62496808002,1.0,1.0,2025-03-30 00:00:00,2025-03-30 00:00:00,0.5526315789473685,21132956579366187008,,False
0x20d34f9c423984d7b2af72128fbc910bd4073c6e,,,,,,,114278761325300176,,False
0x211dc381fa1b50681f53225e7735e94149f4ed7b,,,,,,,98989750104631424,,False
0x2127935ee7e5334d92f91748cf5d2c801b3cc554,,,,,,,53552443584486957056,,False
0x2141bef4d08171865bb5534017de5e65488e07f4,,,,,,,161814294621135616,,False
0x2149a2ec5bb526e7736d5d98ac4e70ba9df39c1e,,,,,,,24655952652022099968,,False
0x2180d21e3ebdc31eb22a16b6c7c42a220df82ca7,,,,,,,39503487917943627776,,False
0x2182e01627dc99e5acb0ea04206e9990c69cebb8,,,,,,,9811986082297036800,,False
0x219573281a071568be29f410615da15dcc468205,,,,,,,50549977066633864,,False
0x21ed37afe9370857a11d94e6369c38e15b03ba93,,,,,,,147408718131491616,,False
0x220f51b6a513ac9ef1386e794ec398f97a5618aa,,,,,,,143861800970911552,,False
0x222623585ce05da351b7d1567355aaa6e5deebed,,,,,,,49243449086862090240,,False
0x2279122cc80b30b77acfcf07ae304bfa8186c51f,,,,,,,34783125066476732,,False
0x2298718f8c34adb143bdcc017feae24de4a62653,,,,,,,2475782757984953344,,False
0x22a590d9b8e59c06f013eac6ce91bcc4031e7362,,,,,,,605934223857315712,,False
0x22ba5cafb5e26e6fe51f330294209034013a5a4c,,,,,,,3970004546568346112,,False
0x22cb2f70c065e839fe6260fe9a7d3e7f6c7fc278,,,,,,,569842224929325120,,False
0x22f1476e4a8fb9ec1da163e16143d714d15997e8,,,,,,,199230213428669600,,False
0x22f63251830315fbe1f4e04721216df853873bd2,,,,,,,209097340169589984,,False
0x23077b24d9ffd4ef6b54d4279768f73db84790fe,,,,,,,482830635719383040,,False
0x23461e24f1d7601a674ab672adee0b4459302214,,,,,,,9811986082297036800,,False
0x237f14d565aa738ace5d8ed6a970d153e5bb384d,,,,,,,598123861839616512,,False
0x23bb0191cdbdf43d3ee31f82f193f423f0b27f1d,,,,,,,109791052975310496,,False
0x23debddeb4b50578184fa460e719a66c8663c75d,,,,,,,103283364822040656,,False
0x2412859b4c6fe0210c0a724f945c5a2b23cf49e8,,,,,,,24759641143850295296,,False
0x241cba9b36d774758c9db4dccaf55b540d470347,,,,,,,141959776760700528,,False
0x24280c2cc5611b4022982db4627628c59befb7cd,,,,,,,54895526487655248,,False
0x242c49ed7d519b4cabb734be68cb297cd62af109,,,,,,,9811986082297036800,,False
0x24454dc315942c816bfe04bc6f2a6eea9a1020e3,,,,,,,148666798711450752,,False
0x245b084fac28acc98999e7c31ebe45302152d69d,,,,,,,86434185297355088,,False
0x2462c818b7f8a075babc1d1188cb127c8121b2d3,,,,,,,9811986082297036800,,False
0x24aa5b8c68535b041360b2c1d5fea56482a0498a,,,,,,,55374430864969840,,False
0x25109b421f7df83dcf025025c56358263189d347,,,,,,,9811986082297036800,,False
0x2515de209a3e3bec8a6e00d023117667b65a4422,,,,,,,113096974433314752,,False
0x25311b640d6f8a743b36e1d6f0ce87a5df237fbc,,,,,,,228362910189812000,,False
0x2536ee17bf914cd6d72ec9cbf9502de9f1bbdfdf,,,,,,,2494609866286667264,,False
0x2559db1fd91a80d547c23b4dc5b1e8f44b46304c,,,,,,,3024056360420538368,,False
0x258cb32b1875168858e57bb31482054e008d344e,,,,,,,9811986082297036800,,False
0x25b70c8050b7e327ce62cfd80a0c60cccf057fa6,,,,,,,24911062920345763840,,False
0x25e405a4ff0ebce7290ac53a8bb18179d7d42998,,,,,,,5970595272773386240,,False
0x25f22f64abc98b4d2048de0f0111232a2c9760bd,,,,,,,24949676528129859584,,False
0x25f891659d849d54a5c5cfccbbaf94792b210d7a,,,,,,,19963030780120212,,False
0x26115d9d372eb482bc9bf0911cf4b5d915549fe1,,,,,,,8956992280191236096,,False
0x2678ff2c797bfad1bca872b36db153f9dc331945,,,,,,,127053219753495232,,False
0x26c8f09d794fb1b0333a5ef3123d523957bab6c8,,,,,,,9811986082297036800,,False
0x26d1ae95f963cd59132b4797074e82ada5badcce,,,,,,,24829639370349156,,False
0x2761afc9b0f5fc254c2fda116f3d995a6124b0bf,,,,,,,744718616337123072,,False
0x276c8e5361932d400bbd0efa92b08ecabaab4cd7,,,,,,,69535743034328152,,False
0x27ed385662b631074034889332cd38483ce59852,,,,,,,478698546905935577088,,False
0x283fe7cd52cc9d5b50c2c0f59ea69c0610e80e1c,,,,,,,1476887245270204928,,False
0x28a79b276991ca52d96fd1b40349358a8b8fea08,,,,,,,2474586807082891264,,False
0x28f23541b6685595283d812e5e85bea35c57d16a,,,,,,,268204298986520928,,False
0x291c21db6e0fdc3fdf0a7cf12f8410ee2310d207,,,,,,,19949281832610504,,False
0x292b74aef6371a35b2e553147e055e6608ea93c1,,,,,,,4956834553659602944,,False
0x293a3a984d4cf1b698a300ae82111343342215d3,,,,,,,74092014531993600,,False
0x295c64ccb6c989f1bff6654e12b9e3b92f2d6ede,,,,,,,891878919522665600,,False
0x296e27a5177e599ecde4dd954bbfdbe1c67f80b3,,,,,,,496629857682438464,,False
0x297c4813750ef92cfefaf01774f10ef68c3238bd,,,,,,,119678880961726624,,False
0x299aaf6f2cb60e0525777f4fb2b29573ef71fdc0,,,,,,,204210964224639520,,False
0x29b7a9de7e4923ce971cafac92cf8a9bcd6ab0fa,,,,,,,6959360820377084928,,False
0x29bcce0253c52780452103bcf09c60d848bdd91d,,,,,,,4411907548813522,,False
0x29d8049993582a8ef1619b44c3e855f23f1d1ada,,,,,,,9811986082297036800,,False
0x2a03278590cd1962de28f9abc855cf3774fe3eb6,,,,,,,5038451548753532928,,False
0x2aaf048a30b083b767f77ecda630ab4b687e3871,,,,,,,1239005290184161536,,False
0x2ab80859ea06d80c6aa3743e16cc9901e421128c,,,,,,,503870390679386240,,False
0x2b0acf7a618cfa4b6704a4d814c8925690cdc04b,,,,,,,9811986082297036800,,False
0x2b18bc5e24d63d1b40ddd926f8c5e089c7861d72,,,,,,,4867385820825808896,,False
